Latitude,Longitude,Parameter Name,Arithmetic Mean,Units of Measure,City Name,Local Site Name
33.72537,-116.206842,PM2.5 - Local Conditions,8.984524,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,8.984524,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,8.984524,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,8.984524,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,8.984524,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,8.984524,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,8.984524,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,9.286222,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,9.26361,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,9.26361,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,9.26361,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,9.26361,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,9.26361,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,9.26361,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,9.26361,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.72537,-116.206842,PM2.5 - Local Conditions,9.26361,Micrograms/cubic meter (LC),Indio,Indio Amistad High School
33.85275,-116.54101,Carbon monoxide,0.177554,Parts per million,Palm Springs,Palm Springs
33.85275,-116.54101,Carbon monoxide,0.180224,Parts per million,Palm Springs,Palm Springs
33.85275,-116.54101,Nitrogen dioxide (NO2),15.192857,Parts per billion,Palm Springs,Palm Springs
33.85275,-116.54101,Nitrogen dioxide (NO2),6.420903,Parts per billion,Palm Springs,Palm Springs
33.85275,-116.54101,Ozone,0.060735,Parts per million,Palm Springs,Palm Springs
33.85275,-116.54101,Ozone,0.054299,Parts per million,Palm Springs,Palm Springs
33.85275,-116.54101,Ozone,0.054299,Parts per million,Palm Springs,Palm Springs
33.85275,-116.54101,Ozone,0.054379,Parts per million,Palm Springs,Palm Springs
33.85275,-116.54101,PM2.5 - Local Conditions,6.804167,Micrograms/cubic meter (LC),Palm Springs,Palm Springs
33.85275,-116.54101,PM2.5 - Local Conditions,6.804167,Micrograms/cubic meter (LC),Palm Springs,Palm Springs
33.85275,-116.54101,PM2.5 - Local Conditions,6.804167,Micrograms/cubic meter (LC),Palm Springs,Palm Springs
33.85275,-116.54101,PM2.5 - Local Conditions,6.804167,Micrograms/cubic meter (LC),Palm Springs,Palm Springs
33.85275,-116.54101,PM2.5 - Local Conditions,6.804167,Micrograms/cubic meter (LC),Palm Springs,Palm Springs
33.85275,-116.54101,PM2.5 - Local Conditions,6.804167,Micrograms/cubic meter (LC),Palm Springs,Palm Springs
33.85275,-116.54101,PM2.5 - Local Conditions,6.804167,Micrograms/cubic meter (LC),Palm Springs,Palm Springs
33.85275,-116.54101,PM2.5 - Local Conditions,6.804167,Micrograms/cubic meter (LC),Palm Springs,Palm Springs
33.99958,-117.41601,Carbon monoxide,0.334829,Parts per million,Rubidoux,Rubidoux
33.99958,-117.41601,Carbon monoxide,0.337925,Parts per million,Rubidoux,Rubidoux
33.99958,-117.41601,Carbon monoxide,0.334375,Parts per million,Rubidoux,Rubidoux
33.99958,-117.41601,Carbon monoxide,0.333342,Parts per million,Rubidoux,Rubidoux
33.99958,-117.41601,Nitrogen dioxide (NO2),24.779944,Parts per billion,Rubidoux,Rubidoux
33.99958,-117.41601,Nitrogen dioxide (NO2),12.741806,Parts per billion,Rubidoux,Rubidoux
33.99958,-117.41601,Nitrogen dioxide (NO2),23.181232,Parts per billion,Rubidoux,Rubidoux
33.99958,-117.41601,Nitrogen dioxide (NO2),11.506049,Parts per billion,Rubidoux,Rubidoux
33.99958,-117.41601,Ozone,0.067059,Parts per million,Rubidoux,Rubidoux
33.99958,-117.41601,Ozone,0.057766,Parts per million,Rubidoux,Rubidoux
33.99958,-117.41601,Ozone,0.057829,Parts per million,Rubidoux,Rubidoux
33.99958,-117.41601,Ozone,0.057974,Parts per million,Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,11.915896,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,11.915896,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,11.915896,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,11.915896,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,11.915896,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,11.915896,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,11.915896,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,11.915896,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,13.098182,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,13.098182,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,13.098182,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,13.098182,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,13.098182,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,13.098182,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,13.098182,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,13.098182,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,12.569436,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,12.510585,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,12.510585,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,12.510585,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,12.510585,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,12.510585,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,12.510585,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,12.510585,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99958,-117.41601,PM2.5 - Local Conditions,12.510585,Micrograms/cubic meter (LC),Rubidoux,Rubidoux
33.99636,-117.4924,Carbon monoxide,0.323715,Parts per million,Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,Carbon monoxide,0.326564,Parts per million,Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,Nitrogen dioxide (NO2),21.388235,Parts per billion,Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,Nitrogen dioxide (NO2),11.544906,Parts per billion,Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,Ozone,0.063883,Parts per million,Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,Ozone,0.054713,Parts per million,Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,Ozone,0.054774,Parts per million,Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,Ozone,0.054912,Parts per million,Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.086819,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.086819,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.086819,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.086819,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.086819,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.086819,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.086819,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.086819,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.8,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.8,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.8,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.8,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.8,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.8,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.8,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.8,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.163691,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.130471,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.130471,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.130471,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.130471,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.130471,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.130471,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.130471,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.99636,-117.4924,PM2.5 - Local Conditions,14.130471,Micrograms/cubic meter (LC),Mira Loma,Mira Loma (Van Buren)
33.67649,-117.33098,Carbon monoxide,0.25355,Parts per million,Lake Elsinore,Lake Elsinore
33.67649,-117.33098,Carbon monoxide,0.257229,Parts per million,Lake Elsinore,Lake Elsinore
33.67649,-117.33098,Nitrogen dioxide (NO2),16.612778,Parts per billion,Lake Elsinore,Lake Elsinore
33.67649,-117.33098,Nitrogen dioxide (NO2),7.391575,Parts per billion,Lake Elsinore,Lake Elsinore
33.67649,-117.33098,Ozone,0.059367,Parts per million,Lake Elsinore,Lake Elsinore
33.67649,-117.33098,Ozone,0.052144,Parts per million,Lake Elsinore,Lake Elsinore
33.67649,-117.33098,Ozone,0.05237,Parts per million,Lake Elsinore,Lake Elsinore
33.67649,-117.33098,Ozone,0.052499,Parts per million,Lake Elsinore,Lake Elsinore
33.61235,-114.60209,Ozone,0.044542,Parts per million,Blythe,Blythe-445 W Murphy Street
33.61235,-114.60209,Ozone,0.040187,Parts per million,Blythe,Blythe-445 W Murphy Street
33.61235,-114.60209,Ozone,0.040187,Parts per million,Blythe,Blythe-445 W Murphy Street
33.61235,-114.60209,Ozone,0.040266,Parts per million,Blythe,Blythe-445 W Murphy Street
38.613779,-121.368014,Carbon monoxide,0.165017,Parts per million,Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,Carbon monoxide,0.166087,Parts per million,Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,Nitrogen dioxide (NO2),10.49863,Parts per billion,Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,Nitrogen dioxide (NO2),4.323757,Parts per billion,Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,Ozone,0.050837,Parts per million,Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,Ozone,0.044606,Parts per million,Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,Ozone,0.044606,Parts per million,Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,Ozone,0.045072,Parts per million,Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,7.267232,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,7.267232,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,7.267232,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,7.267232,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,7.267232,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,7.267232,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,7.267232,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,7.267232,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.403333,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.403333,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.403333,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.403333,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.403333,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.403333,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.403333,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.403333,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.161558,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.112952,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.112952,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.112952,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.112952,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.112952,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.112952,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.112952,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.613779,-121.368014,PM2.5 - Local Conditions,8.112952,Micrograms/cubic meter (LC),Arden-Arcade,Sacramento-Del Paso Manor
38.56844,-121.49311,Nitrogen dioxide (NO2),14.665812,Parts per billion,Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,Nitrogen dioxide (NO2),6.456821,Parts per billion,Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,Ozone,0.046492,Parts per million,Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,Ozone,0.040749,Parts per million,Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,Ozone,0.040749,Parts per million,Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,Ozone,0.040612,Parts per million,Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.486667,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.486667,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.486667,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.486667,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.486667,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.486667,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.486667,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.486667,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,7.006919,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.949577,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.949577,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.949577,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.949577,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.949577,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.949577,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.949577,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.56844,-121.49311,PM2.5 - Local Conditions,6.949577,Micrograms/cubic meter (LC),Sacramento,Sacramento-1309 T Street
38.683304,-121.164457,Nitrogen dioxide (NO2),5.613293,Parts per billion,Folsom,Folsom-Natoma St.
38.683304,-121.164457,Nitrogen dioxide (NO2),1.892219,Parts per billion,Folsom,Folsom-Natoma St.
38.683304,-121.164457,Ozone,0.041093,Parts per million,Folsom,Folsom-Natoma St.
38.683304,-121.164457,Ozone,0.036694,Parts per million,Folsom,Folsom-Natoma St.
38.683304,-121.164457,Ozone,0.036694,Parts per million,Folsom,Folsom-Natoma St.
38.683304,-121.164457,Ozone,0.036664,Parts per million,Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.987694,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.949432,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.949432,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.949432,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.949432,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.949432,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.949432,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.949432,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.949432,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.778466,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.743228,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.743228,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.743228,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.743228,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.743228,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.743228,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.743228,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.683304,-121.164457,PM2.5 - Local Conditions,5.743228,Micrograms/cubic meter (LC),Folsom,Folsom-Natoma St.
38.593322,-121.503795,Carbon monoxide,0.332686,Parts per million,Sacramento,Sacramento-Bercut Drive
38.593322,-121.503795,Carbon monoxide,0.331392,Parts per million,Sacramento,Sacramento-Bercut Drive
38.593322,-121.503795,Nitrogen dioxide (NO2),15.810734,Parts per billion,Sacramento,Sacramento-Bercut Drive
38.593322,-121.503795,Nitrogen dioxide (NO2),8.494383,Parts per billion,Sacramento,Sacramento-Bercut Drive
38.593322,-121.503795,PM2.5 - Local Conditions,7.837835,Micrograms/cubic meter (LC),Sacramento,Sacramento-Bercut Drive
38.593322,-121.503795,PM2.5 - Local Conditions,7.794986,Micrograms/cubic meter (LC),Sacramento,Sacramento-Bercut Drive
38.593322,-121.503795,PM2.5 - Local Conditions,7.794986,Micrograms/cubic meter (LC),Sacramento,Sacramento-Bercut Drive
38.593322,-121.503795,PM2.5 - Local Conditions,7.794986,Micrograms/cubic meter (LC),Sacramento,Sacramento-Bercut Drive
38.593322,-121.503795,PM2.5 - Local Conditions,7.794986,Micrograms/cubic meter (LC),Sacramento,Sacramento-Bercut Drive
38.593322,-121.503795,PM2.5 - Local Conditions,7.794986,Micrograms/cubic meter (LC),Sacramento,Sacramento-Bercut Drive
38.593322,-121.503795,PM2.5 - Local Conditions,7.794986,Micrograms/cubic meter (LC),Sacramento,Sacramento-Bercut Drive
38.593322,-121.503795,PM2.5 - Local Conditions,7.794986,Micrograms/cubic meter (LC),Sacramento,Sacramento-Bercut Drive
38.593322,-121.503795,PM2.5 - Local Conditions,7.794986,Micrograms/cubic meter (LC),Sacramento,Sacramento-Bercut Drive
36.843425,-121.3621,Ozone,0.041437,Parts per million,Hollister,Hollister
36.843425,-121.3621,Ozone,0.03683,Parts per million,Hollister,Hollister
36.843425,-121.3621,Ozone,0.03683,Parts per million,Hollister,Hollister
36.843425,-121.3621,Ozone,0.036833,Parts per million,Hollister,Hollister
36.843425,-121.3621,PM2.5 - Local Conditions,7.209631,Micrograms/cubic meter (LC),Hollister,Hollister
36.843425,-121.3621,PM2.5 - Local Conditions,7.165928,Micrograms/cubic meter (LC),Hollister,Hollister
36.843425,-121.3621,PM2.5 - Local Conditions,7.165928,Micrograms/cubic meter (LC),Hollister,Hollister
36.843425,-121.3621,PM2.5 - Local Conditions,7.165928,Micrograms/cubic meter (LC),Hollister,Hollister
36.843425,-121.3621,PM2.5 - Local Conditions,7.165928,Micrograms/cubic meter (LC),Hollister,Hollister
36.843425,-121.3621,PM2.5 - Local Conditions,7.165928,Micrograms/cubic meter (LC),Hollister,Hollister
36.843425,-121.3621,PM2.5 - Local Conditions,7.165928,Micrograms/cubic meter (LC),Hollister,Hollister
36.843425,-121.3621,PM2.5 - Local Conditions,7.165928,Micrograms/cubic meter (LC),Hollister,Hollister
36.843425,-121.3621,PM2.5 - Local Conditions,7.165928,Micrograms/cubic meter (LC),Hollister,Hollister
34.89405,-117.02471,Nitrogen dioxide (NO2),35.3,Parts per billion,Barstow,Barstow
34.89405,-117.02471,Nitrogen dioxide (NO2),14.098339,Parts per billion,Barstow,Barstow
34.89405,-117.02471,Ozone,0.056507,Parts per million,Barstow,Barstow
34.89405,-117.02471,Ozone,0.051164,Parts per million,Barstow,Barstow
34.89405,-117.02471,Ozone,0.051164,Parts per million,Barstow,Barstow
34.89405,-117.02471,Ozone,0.051418,Parts per million,Barstow,Barstow
34.2431,-117.27235,Ozone,0.067603,Parts per million,Crestline,Crestline
34.2431,-117.27235,Ozone,0.060139,Parts per million,Crestline,Crestline
34.2431,-117.27235,Ozone,0.060139,Parts per million,Crestline,Crestline
34.2431,-117.27235,Ozone,0.059975,Parts per million,Crestline,Crestline
34.06812,-117.52579,Carbon monoxide,0.40646,Parts per million,Ontario,Ontario Near Road (Etiwanda)
34.06812,-117.52579,Carbon monoxide,0.411672,Parts per million,Ontario,Ontario Near Road (Etiwanda)
34.06812,-117.52579,Nitrogen dioxide (NO2),39.512431,Parts per billion,Ontario,Ontario Near Road (Etiwanda)
34.06812,-117.52579,Nitrogen dioxide (NO2),26.106899,Parts per billion,Ontario,Ontario Near Road (Etiwanda)
34.030833,-117.61722,Nitrogen dioxide (NO2),38.472222,Parts per billion,Ontario,Ontario-Route 60 Near Road
34.030833,-117.61722,Nitrogen dioxide (NO2),26.448276,Parts per billion,Ontario,Ontario-Route 60 Near Road
34.030833,-117.61722,PM2.5 - Local Conditions,14.289766,Micrograms/cubic meter (LC),Ontario,Ontario-Route 60 Near Road
34.030833,-117.61722,PM2.5 - Local Conditions,14.289766,Micrograms/cubic meter (LC),Ontario,Ontario-Route 60 Near Road
34.030833,-117.61722,PM2.5 - Local Conditions,14.289766,Micrograms/cubic meter (LC),Ontario,Ontario-Route 60 Near Road
34.030833,-117.61722,PM2.5 - Local Conditions,14.289766,Micrograms/cubic meter (LC),Ontario,Ontario-Route 60 Near Road
34.030833,-117.61722,PM2.5 - Local Conditions,14.289766,Micrograms/cubic meter (LC),Ontario,Ontario-Route 60 Near Road
34.030833,-117.61722,PM2.5 - Local Conditions,14.289766,Micrograms/cubic meter (LC),Ontario,Ontario-Route 60 Near Road
